,Dem_age,Dem_gender,Country,Scale_PSS10_UCLA_1,Scale_PSS10_UCLA_2,Scale_PSS10_UCLA_3,Scale_PSS10_UCLA_4,Scale_PSS10_UCLA_5,Scale_PSS10_UCLA_6,Scale_PSS10_UCLA_7,Scale_PSS10_UCLA_8,Scale_PSS10_UCLA_9,Scale_PSS10_UCLA_10,Scale_Lon_1,Scale_Lon_2,Scale_Lon_3,OECD_insititutions_1,OECD_insititutions_2,OECD_insititutions_3,OECD_insititutions_4,OECD_insititutions_5,OECD_insititutions_6,Corona_concerns_1,Corona_concerns_2,Corona_concerns_3,Corona_concerns_4,Corona_concerns_5,Compliance_1,Compliance_2,Compliance_3,Compliance_4,Compliance_5,Compliance_6,PSS10_avg,Lon_avg,SPS_avg
49519,48,Female,United States,1,3,2,4,3,2,5,4,2,1,3,3,4,0,4,5,0,5,0,6,6,6,6,6,5,4,5,3,3,2,1.9,3.333333,5.2
49558,43,Female,United States,3,3,4,4,3,2,4,3,4,3,3,3,3,1,6,5,5,8,2,5,6,5,6,5,4,4,4,2,3,4,2.9,3,4.7
49583,26,Female,United States,4,4,5,2,3,4,1,2,4,4,3,3,5,5,5,5,4,7,3,3,5,5,5,6,5,4,5,2,3,2,4.1,3.666667,4.4
49595,43,Female,United States,2,2,3,4,3,2,4,4,2,2,4,2,2,3,3,2,3,3,4,4,4,4,4,4,3,6,5,3,2,4,2.2,2.666667,4.5
49718,29,Male,United States,2,2,3,4,3,2,3,4,2,1,3,3,3,2,6,9,5,8,0,4,6,4,6,6,6,5,5,4,4,4,2.2,3,6
49720,66,Female,United States,3,2,2,4,4,2,4,4,3,2,2,2,3,NA,2,2,2,4,2,4,4,4,5,4,1,5,5,2,5,2,2.2,2.333333,5.625
49759,40,Male,United States,2,3,3,4,3,2,3,4,4,3,3,3,4,1,2,5,4,5,1,4,5,5,6,6,5,5,5,2,2,5,2.7,3.333333,4.7
49849,54,Female,United States,4,3,3,4,4,3,4,3,2,2,1,3,2,1,5,8,2,6,0,6,6,5,5,5,6,6,6,2,3,4,2.6,2,5.2
49858,44,Female,United States,2,4,3,4,4,4,4,3,2,1,2,2,3,1,5,7,1,9,0,5,5,5,5,5,5,6,6,1,2,6,2.5,2.333333,5
49953,23,Female,United States,4,3,2,4,3,2,3,3,4,2,4,3,4,3,1,4,2,7,0,3,4,3,6,6,6,5,5,2,2,3,2.8,3.666667,NA
49969,73,Female,United States,2,1,3,5,4,2,5,4,3,1,2,1,3,5,9,8,8,2,9,5,5,5,4,3,4,5,4,2,4,4,1.8,2,5.4
50106,31,Female,United States,2,1,2,5,5,2,5,5,1,1,3,1,4,9,9,9,1,6,8,4,6,4,5,6,5,6,5,2,3,2,1.3,2.666667,NA
50137,34,Female,United States,4,3,4,2,2,3,3,3,2,3,4,2,3,2,5,3,2,7,0,5,6,5,6,6,5,5,5,3,5,5,3.3,3,5.3
50219,33,Female,United States,3,3,5,3,3,4,3,2,4,4,5,5,5,5,7,8,8,4,1,5,6,6,6,6,5,6,6,2,3,4,3.6,5,5.5
50334,52,Female,United States,4,4,5,3,3,3,3,3,4,4,4,3,4,1,10,10,7,10,0,5,5,5,4,4,5,5,5,2,3,3,3.6,3.666667,5.7
50353,69,Female,United States,NA,3,NA,4,4,2,3,3,2,NA,3,NA,1,4,6,7,8,5,2,4,5,4,5,4,NA,6,6,4,6,4,2.428571,2,NA
50418,48,Female,United States,3,3,4,3,3,3,3,3,2,3,2,2,3,3,3,8,5,7,1,4,5,5,6,6,6,5,6,2,4,6,3,2.333333,6
50426,68,Female,United States,4,2,3,5,2,2,4,4,3,2,3,5,4,6,4,5,7,0,6,6,6,4,5,5,5,5,6,3,3,2,2.5,4,4.6
50478,46,Female,United States,2,1,3,5,4,1,5,3,2,1,1,1,1,3,1,5,5,5,1,5,5,5,5,5,5,4,3,2,2,2,1.7,1,6
50496,39,Female,United States,1,3,3,4,3,3,4,3,2,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.333333,NA
50510,59,Female,United States,2,1,4,5,4,1,5,5,1,1,1,1,3,8,10,10,9,10,10,5,5,5,5,5,6,6,6,1,4,2,1.5,1.666667,5.8
50592,44,Female,United States,3,3,3,4,3,4,4,4,3,3,1,5,1,2,6,8,9,9,6,4,5,5,5,5,5,5,5,2,4,4,2.8,2.333333,4.7
50659,56,Other/would rather not say,United States,4,3,5,3,1,3,3,2,5,3,5,5,5,0,3,7,3,9,0,6,6,6,6,5,5,6,6,4,2,4,3.8,5,5.6
50691,43,Female,United States,4,4,5,3,2,3,3,3,4,4,2,3,3,2,0,5,2,7,1,4,4,5,5,5,5,5,6,2,2,2,3.7,2.666667,5
50709,33,Female,United States,4,5,5,2,2,3,1,2,4,4,4,5,5,4,4,4,0,4,4,3,5,4,5,4,5,5,4,5,5,4,4.2,4.666667,4.9
50714,59,Female,United States,3,3,4,4,2,2,3,3,3,3,4,4,4,1,1,6,1,7,0,4,6,6,6,6,6,5,5,2,2,2,3,4,4.8
50723,72,Female,United States,1,1,1,5,4,1,5,5,1,1,3,3,1,3,3,5,3,8,0,4,4,4,5,5,5,3,4,1,5,2,1.1,2.333333,5
50745,55,Male,United States,3,3,4,4,4,1,5,4,1,1,3,3,1,6,6,8,6,5,7,5,6,5,6,5,2,5,4,1,2,5,2,2.333333,5.5
50813,32,Female,United States,1,3,3,3,3,1,3,2,1,1,5,3,4,3,6,7,1,4,2,4,5,4,4,4,4,3,5,5,1,4,2.3,4,4.4
50824,66,Female,United States,2,2,2,4,3,2,4,4,2,2,2,2,3,1,7,5,5,0,6,6,6,6,6,5,6,6,6,2,4,4,2.1,2.333333,5
50839,62,Female,United States,3,4,4,3,1,4,3,3,4,3,1,1,1,0,2,8,3,8,0,5,6,5,5,6,6,5,3,4,4,2,3.6,1,6
50883,76,Female,United States,1,2,3,5,3,2,4,4,2,2,1,3,2,5,8,9,4,9,8,6,6,6,6,6,5,6,6,3,5,4,2,2,4.6
50939,41,Other/would rather not say,United States,4,3,5,3,2,4,2,3,3,3,3,3,3,2,3,7,2,4,0,6,6,6,6,6,5,5,6,2,2,4,3.6,3,5.8
51053,42,Female,United States,2,3,4,4,3,3,3,3,2,2,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,3.333333,NA
51136,37,Female,United States,2,3,3,4,4,3,3,4,2,1,1,2,3,7,8,7,7,0,6,5,6,5,6,5,4,6,6,2,4,5,2.3,2,5
51156,43,Female,United States,2,2,3,4,4,3,4,3,3,2,3,3,3,8,8,8,9,9,8,5,5,5,5,5,5,5,5,2,3,2,2.4,3,5
51203,34,Female,United States,3,1,2,4,3,2,4,4,1,2,2,1,3,1,5,4,3,0,8,2,4,4,5,4,6,5,6,2,3,6,2,2,5.7
51213,31,Female,United States,3,2,3,4,2,2,3,3,3,1,3,2,4,3,5,7,8,8,4,4,5,4,5,6,4,4,4,2,4,2,2.6,3,5
51325,37,Female,United States,2,4,4,5,4,4,4,5,3,3,3,5,5,6,8,9,4,10,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,2.6,4.333333,NA
51356,60,Female,United States,2,1,3,4,3,3,4,4,4,1,3,2,3,1,3,5,2,5,1,5,6,4,5,5,6,5,5,2,2,4,2.3,2.666667,5.4
51374,30,Male,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51444,69,Male,United States,3,3,3,4,3,2,4,4,3,3,2,4,2,1,2,8,8,9,0,5,6,5,6,6,3,6,6,1,1,5,2.6,2.666667,3.9
51463,39,Other/would rather not say,United States,5,5,5,5,4,5,1,4,5,5,5,5,5,NA,NA,NA,NA,1,NA,4,6,4,6,6,6,6,6,1,1,6,4,5,5
51490,26,Male,United States,3,5,5,2,2,4,3,2,4,4,1,5,3,0,NA,0,4,7,0,4,6,6,5,6,5,6,6,2,3,2,4,3,NA
51503,56,Female,United States,2,3,3,3,3,2,4,3,4,2,1,2,3,0,1,1,4,7,0,6,6,6,6,6,3,5,5,2,2,5,2.7,2,5
51589,61,Other/would rather not say,United States,4,4,5,3,3,5,3,2,5,4,1,2,3,0,3,2,1,NA,0,6,6,6,6,6,5,6,6,1,4,2,4,2,4.9
51642,56,Female,United States,1,3,4,4,3,2,4,4,4,1,2,2,3,4,7,9,6,10,NA,6,6,6,6,6,6,6,6,1,4,4,2.4,2.333333,5.6
51966,69,Female,United States,2,3,3,4,2,1,4,3,3,2,1,1,3,5,4,8,8,8,3,6,6,6,6,6,5,6,6,1,4,5,2.5,1.666667,5.6
51970,45,Female,United States,2,2,2,4,5,2,4,4,2,1,3,1,1,3,5,4,2,2,4,1,4,3,6,6,4,4,4,3,4,3,1.8,1.666667,5.9
52753,60,Other/would rather not say,United States,2,1,1,5,5,1,5,5,1,1,3,1,1,0,5,7,1,6,0,4,4,4,6,6,6,3,5,1,2,2,1.1,1.666667,5.2
53009,28,Female,United States,5,5,5,2,1,5,1,2,5,5,5,5,5,NA,NA,3,1,5,NA,5,6,5,6,6,6,6,6,5,2,4,4.8,5,1.6
53084,53,Male,United States,3,5,2,4,2,2,5,3,5,5,2,5,5,NA,5,NA,5,5,NA,1,1,1,1,1,6,5,5,5,5,4,3.2,4,4.8
53118,48,Female,United States,4,4,4,4,4,3,4,3,2,3,5,4,5,0,4,3,3,5,0,5,6,5,6,6,5,6,6,5,2,4,2.9,4.666667,4.8
53275,46,Female,United States,2,2,3,4,4,2,4,4,1,2,2,1,2,8,9,9,5,10,9,5,5,5,5,6,5,5,6,2,4,3,2,1.666667,4.3
53606,63,Female,United States,4,4,4,4,3,3,4,4,4,3,2,3,3,8,9,7,9,5,5,6,1,1,6,6,5,6,6,2,3,4,3.1,2.666667,5.8
53854,25,Female,United States,4,5,5,3,3,5,3,3,3,4,4,3,4,5,4,7,3,8,1,5,6,6,6,6,NA,NA,NA,NA,NA,NA,3.8,3.666667,NA
54070,42,Female,United States,2,1,3,4,4,3,4,4,3,2,3,2,3,4,4,9,3,6,1,6,6,5,6,6,6,3,4,5,2,3,2.2,2.666667,5.8
54108,41,Male,United States,3,2,2,4,4,1,4,4,1,1,2,2,2,3,4,1,7,6,7,4,4,4,6,5,5,5,5,2,3,4,1.8,2,5.6
54191,44,Female,United States,3,3,4,3,3,4,4,3,3,3,2,1,3,3,8,8,7,9,2,5,6,5,5,5,6,6,6,5,4,2,3.1,2,4.8
54208,51,Female,United States,5,4,5,3,3,5,3,1,5,4,3,4,5,7,9,7,9,9,6,6,1,1,1,1,6,6,6,1,1,1,4.2,4,NA
54265,37,Other/would rather not say,United States,3,5,5,2,3,3,4,2,3,3,4,5,5,0,3,7,3,5,1,6,6,6,6,6,2,6,6,1,1,2,3.5,4.666667,5.3
54271,57,Female,United States,2,4,3,4,1,3,4,3,4,1,3,1,4,9,9,8,8,4,8,5,5,5,5,5,6,5,5,1,4,3,2.9,2.666667,5.5
54273,32,Female,United States,3,4,3,3,4,4,3,4,3,2,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,2,NA
54275,59,Female,United States,2,1,3,5,5,2,3,4,3,3,1,3,1,5,8,7,8,7,5,5,5,4,6,6,6,5,5,2,5,2,2.1,1.666667,5.9
54308,61,Female,United States,1,1,3,4,4,1,4,4,1,1,2,1,2,10,6,7,6,9,4,6,6,6,NA,5,5,5,5,2,1,2,1.6,1.666667,5.5
54360,27,Other/would rather not say,United States,2,5,3,4,3,4,3,3,3,3,3,3,4,1,2,3,6,10,2,5,5,5,6,6,6,6,6,2,3,2,3.1,3.333333,5
54363,71,Female,United States,3,4,4,4,3,3,3,4,3,2,3,3,4,1,5,5,5,2,5,3,3,3,3,3,5,5,5,4,4,3,2.9,3.333333,5.5
54364,48,Female,United States,4,3,5,3,2,2,3,2,3,4,NA,2,3,1,1,1,1,1,1,6,6,6,6,6,4,5,5,3,5,1,3.5,2.5,NA
54390,21,Other/would rather not say,United States,4,5,5,3,2,5,3,2,4,5,2,4,4,NA,NA,NA,NA,5,NA,5,6,6,6,6,2,5,5,2,1,2,4.2,3.333333,5.8
54399,23,Female,United States,3,5,5,4,4,4,3,4,4,3,5,5,5,6,7,5,9,8,4,6,6,4,6,5,6,5,6,1,5,1,3.3,5,5.9
54421,62,Female,United States,2,4,4,4,3,2,5,3,3,2,4,3,3,4,6,7,7,8,1,4,6,6,6,6,4,4,4,3,4,3,2.6,3.333333,4.7
54437,25,Female,United States,4,5,4,4,3,2,3,3,3,2,2,1,5,0,2,5,0,8,0,6,6,6,6,6,5,6,6,2,1,2,3.1,2.666667,5
54452,38,Female,United States,2,3,3,3,4,3,4,4,3,3,3,3,4,0,4,4,0,4,0,1,1,1,5,6,2,4,4,2,2,3,2.6,3.333333,4.9
54457,38,Male,United States,1,1,1,5,5,1,5,4,1,1,1,1,1,5,6,7,5,1,8,1,1,1,2,3,5,5,4,2,4,1,1.1,1,NA
54476,27,Female,United States,3,4,4,4,4,3,4,3,3,3,2,3,4,8,7,7,9,1,9,4,6,5,6,6,5,6,6,2,4,6,2.9,3,5.8
54484,38,Female,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54493,39,Female,United States,3,3,5,4,3,3,3,3,2,1,5,2,4,5,5,6,6,6,2,4,5,4,6,6,5,3,5,5,3,3,2.8,3.666667,5
54593,41,Female,United States,2,4,3,3,2,2,3,4,3,3,1,3,4,2,3,6,1,9,0,6,6,6,6,6,5,5,6,2,1,3,2.9,2.666667,5.8
54607,52,Female,United States,1,1,2,5,5,1,5,5,1,1,1,1,2,7,10,10,10,8,10,5,5,5,5,5,6,6,6,1,6,2,1.1,1.333333,4.8
54634,56,Female,United States,3,2,3,4,3,1,5,4,2,1,2,3,3,5,7,6,7,7,6,5,5,5,5,5,5,5,5,2,2,1,2,2.666667,5.5
54691,67,Other/would rather not say,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54725,68,Female,United States,3,4,5,3,3,2,3,3,5,3,4,2,4,1,7,8,7,8,NA,4,5,5,6,6,5,5,5,2,3,2,3.4,3.333333,5.6
54753,35,Female,United States,3,3,5,2,3,4,3,3,4,5,1,2,2,0,0,0,0,3,0,4,6,2,5,6,5,6,6,3,4,2,3.7,1.666667,6
54780,26,Female,United States,5,3,4,3,2,3,3,2,3,3,4,3,5,4,6,6,1,8,2,2,3,3,6,6,5,5,5,4,4,2,3.5,4,4.9
54833,46,Female,United States,3,3,2,5,2,2,5,4,3,2,3,1,3,5,7,7,3,8,5,4,5,5,6,6,6,5,5,4,5,2,2.3,2.333333,5.7
54840,55,Female,United States,1,1,3,5,5,1,5,4,1,1,1,1,1,0,7,NA,8,8,NA,5,5,5,5,5,5,6,6,1,5,3,1.3,1,5
54872,21,Female,United States,2,2,2,4,3,1,4,4,2,2,3,3,3,3,3,3,5,7,8,3,5,4,5,5,6,6,4,2,4,1,2,3,4.8
54929,71,Female,United States,4,3,5,4,3,4,4,2,5,4,4,2,3,1,2,4,5,7,1,6,6,6,6,6,6,6,6,1,1,6,3.6,3,6
54933,72,Female,United States,2,2,1,5,4,2,5,5,1,2,1,1,1,2,7,5,2,7,1,6,6,6,6,6,6,6,6,2,6,4,1.5,1,5.7
54947,42,Female,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55036,75,Female,United States,4,3,4,4,3,3,4,3,4,4,2,4,4,6,8,7,8,5,7,4,4,4,4,4,5,5,5,3,3,3,3.2,3.333333,NA
55043,49,Female,United States,2,3,3,3,2,1,3,3,2,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,1.666667,NA
55091,42,Female,United States,3,4,5,2,3,4,3,3,5,3,5,5,5,2,1,2,0,4,0,6,6,6,6,6,5,5,5,1,2,1,3.7,5,4.5
55136,64,Female,United States,4,4,4,3,4,4,3,4,3,5,4,5,5,2,7,8,0,6,1,6,5,5,6,6,6,6,5,1,2,2,3.4,4.666667,NA
55150,32,Male,United States,2,2,4,3,3,2,5,4,3,2,2,3,4,2,2,2,3,5,2,5,5,5,5,5,3,4,5,3,2,5,2.4,3,4.8
55168,46,Female,United States,3,2,3,5,4,1,4,4,2,1,5,2,5,2,6,7,6,8,2,5,5,5,6,6,5,5,5,3,3,3,1.9,4,6
55436,69,Female,United States,4,3,5,3,3,3,3,2,2,3,3,2,5,10,10,10,9,10,10,5,5,5,6,6,5,4,5,2,2,5,3.3,3.333333,4.9
55503,70,Female,United States,2,2,2,5,5,2,5,4,1,2,1,2,3,5,6,7,7,8,3,5,5,5,5,5,4,5,5,2,3,2,1.6,2,5.1
55542,43,Female,United States,2,2,4,4,3,4,3,2,2,3,2,2,4,3,4,5,5,6,1,5,5,5,6,6,5,5,6,2,4,4,2.9,2.666667,5.1
55602,25,Female,United States,3,4,5,3,2,4,3,2,4,4,3,3,5,2,2,4,1,9,1,4,5,6,6,6,6,6,6,5,3,4,3.8,3.666667,5.3
55641,45,Female,United States,2,2,3,5,3,1,2,4,3,1,1,2,1,3,4,1,2,1,2,5,5,5,6,6,5,2,2,5,2,4,2.2,1.333333,NA
55643,31,Other/would rather not say,United States,4,3,5,3,2,3,2,3,4,4,3,2,2,7,5,9,8,10,2,2,6,6,6,6,6,6,5,1,4,4,3.7,2.333333,4.5
55733,45,Female,United States,3,3,5,5,3,1,4,3,2,4,1,1,3,5,8,8,4,7,7,6,6,6,6,5,5,6,6,5,5,4,2.7,1.666667,5.6
55853,18,Female,United States,3,5,5,3,3,3,3,3,4,4,4,3,5,2,3,3,2,2,1,5,5,5,5,6,3,5,5,3,2,4,3.6,4,NA
55949,73,Female,United States,1,1,1,5,5,1,5,5,1,1,1,1,1,4,7,4,7,7,4,5,5,5,5,5,6,6,5,1,4,3,1,1,5.7
55962,44,Male,United States,2,3,3,4,4,2,4,3,3,3,4,2,3,6,6,5,2,8,2,4,4,5,6,6,5,5,5,1,4,4,2.5,3,5.4
56038,47,Female,United States,3,3,4,4,4,3,3,3,3,3,3,3,4,5,7,9,6,10,3,6,6,6,5,5,6,6,6,2,2,5,2.9,3.333333,5.5
56068,41,Female,United States,1,2,2,4,4,1,4,4,2,1,1,3,3,0,3,7,5,9,0,2,4,4,5,5,4,6,6,1,3,2,1.7,2.333333,5.6
56075,18,Female,United States,3,3,3,4,3,3,2,3,4,3,4,3,4,3,2,4,1,7,0,5,6,5,6,6,5,5,4,2,4,5,3.1,3.666667,4.5
56108,70,Female,United States,3,2,2,5,4,2,5,5,2,2,1,2,2,5,7,7,9,7,7,5,5,5,5,5,6,3,6,3,4,6,1.8,1.666667,5.4
56117,44,Female,United States,2,2,5,4,3,2,4,4,3,2,1,2,5,2,8,5,NA,NA,5,5,5,5,5,5,6,6,6,2,1,2,2.5,2.666667,5.5
56141,56,Female,United States,3,4,5,3,3,3,3,2,5,3,3,3,4,5,7,7,7,0,1,6,6,5,6,6,6,6,6,1,4,4,3.6,3.333333,NA
56178,53,Female,United States,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56183,68,Female,United States,2,2,3,5,4,2,4,4,3,1,3,2,2,4,8,7,8,9,3,4,5,5,6,6,6,NA,1,1,4,1,2,2.333333,6
56207,31,Female,United States,3,2,4,4,4,2,4,4,3,2,3,2,3,5,6,8,2,8,2,1,5,4,6,5,5,5,5,1,3,4,2.4,2.666667,5.5
56226,43,Female,United States,3,4,5,5,3,2,4,3,3,2,1,1,5,0,7,5,5,2,0,6,6,6,6,6,5,6,5,2,2,5,2.8,2.333333,5.4
56277,28,Female,United States,4,4,5,3,3,3,4,3,5,2,2,3,3,1,6,7,2,9,0,4,6,6,6,6,5,5,6,4,3,2,3.4,2.666667,5.2
56408,35,Female,United States,3,3,4,4,3,3,3,4,2,2,2,4,3,5,7,7,2,9,2,4,5,5,5,5,5,2,3,2,2,2,2.7,3,4.6
56484,51,Female,United States,3,4,4,4,3,2,4,4,2,2,2,2,3,3,5,9,6,9,0,5,6,5,6,6,5,6,6,4,2,4,2.6,2.333333,5
56548,60,Female,United States,3,3,4,3,3,3,3,1,3,3,3,3,3,3,3,3,4,4,3,5,5,5,5,5,4,5,4,4,3,3,3.3,3,5
56581,45,Male,United States,2,2,3,5,3,1,5,4,3,3,2,1,5,5,7,5,8,5,8,5,6,4,6,4,6,5,5,1,5,4,2.1,2.666667,6
56777,32,Female,United States,4,3,3,3,1,3,3,2,3,3,3,4,4,2,7,5,7,9,2,2,6,2,4,6,6,5,6,6,4,5,3.4,3.666667,3.8
56863,26,Other/would rather not say,United States,5,5,5,2,1,3,3,2,5,5,4,1,3,1,0,5,1,9,1,6,6,6,5,5,5,5,6,2,2,2,4.4,2.666667,4.1
56869,38,Other/would rather not say,United States,3,3,4,3,2,2,4,4,2,3,4,4,4,2,1,3,3,8,0,6,6,6,6,6,6,5,6,2,3,3,2.8,4,4
56914,61,Female,United States,5,1,4,3,3,4,3,3,4,2,5,4,5,4,9,5,10,10,7,6,6,6,6,6,6,6,6,5,6,2,3.2,4.666667,5.9
56946,36,Female,United States,3,4,5,3,2,3,3,2,2,4,2,2,3,0,2,2,4,4,0,4,5,3,5,5,4,5,6,1,1,4,3.5,2.333333,4.9
56972,27,Male,United States,3,2,5,3,3,2,4,3,3,4,3,3,3,1,6,6,2,6,2,6,6,6,6,6,6,6,5,4,1,3,3,3,4.7
57092,44,Male,United States,4,3,3,3,3,2,3,2,4,3,2,2,2,6,8,8,8,8,8,4,5,4,5,5,5,3,4,1,3,3,3.2,2,3.5
57142,68,Female,United States,1,1,3,5,3,2,4,5,3,1,5,5,5,8,10,10,10,10,7,5,6,6,6,6,6,6,6,3,4,1,1.8,5,4.8
57183,18,Female,United States,5,5,5,2,2,5,2,1,4,5,5,5,5,0,0,0,0,10,0,5,5,5,6,6,6,6,6,6,3,3,4.6,5,5
57238,37,Female,United States,4,5,5,3,3,4,2,2,3,4,4,5,5,3,7,7,3,5,0,5,6,5,5,6,4,5,5,3,1,2,3.9,4.666667,4.8
57284,66,Female,United States,2,2,3,5,4,1,5,5,3,2,4,3,3,7,7,7,6,9,3,6,6,6,5,6,6,6,5,1,4,5,1.8,3.333333,5.8
57460,50,Female,United States,2,2,3,5,5,3,5,3,2,2,2,1,2,9,9,9,9,10,10,4,6,5,6,6,6,6,6,1,6,2,2,1.666667,6
57583,48,Male,United States,3,3,3,4,3,3,4,4,2,3,2,2,3,5,6,9,8,10,2,5,5,4,6,6,5,6,6,1,3,3,2.6,2.333333,5.6
57703,27,Female,United States,3,4,4,3,3,3,3,3,3,3,3,3,4,5,5,6,6,5,3,4,5,5,6,6,5,3,3,4,3,2,3.2,3.333333,5.8
57936,46,Female,United States,3,3,3,4,2,3,3,2,4,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,2.333333,NA
57960,33,Male,United States,3,3,3,4,3,3,4,3,4,2,2,3,2,5,4,6,3,6,1,4,5,5,5,5,5,5,5,4,3,4,2.8,2.333333,4.7
58023,59,Female,United States,2,2,2,5,3,1,4,4,3,1,2,2,4,4,5,2,3,8,2,5,5,5,5,5,5,6,6,5,3,1,1.9,2.666667,6
58323,27,Female,United States,2,5,4,5,2,3,2,3,1,2,3,3,2,4,4,4,7,9,1,4,6,6,5,6,6,6,5,2,1,3,2.9,2.666667,5
58408,38,Female,United States,2,4,2,4,3,2,4,3,2,2,2,2,3,4,3,5,4,9,1,4,6,5,6,6,5,5,5,4,4,3,2.4,2.333333,5.8
58433,37,Male,United States,3,3,3,3,3,2,3,4,3,2,1,2,3,1,1,1,1,5,1,4,6,4,6,6,2,2,3,2,2,3,2.7,2,4.8
58500,67,Female,United States,1,3,3,5,4,1,5,4,1,1,2,1,3,1,7,7,4,10,1,6,6,6,1,6,NA,NA,NA,NA,NA,NA,1.6,2,NA
58623,72,Female,United States,2,3,4,4,2,2,5,4,2,2,5,3,5,1,2,7,3,8,0,5,6,6,5,5,4,5,6,5,2,4,2.4,4.333333,5.3
58658,32,Male,United States,1,3,1,5,4,1,5,4,2,1,1,1,3,6,8,8,3,6,NA,2,2,2,4,5,5,5,5,2,2,4,1.5,1.666667,5.4
58772,29,Other/would rather not say,United States,3,2,4,4,2,3,3,4,4,3,5,2,5,3,NA,6,2,7,NA,5,6,6,6,6,4,4,6,5,2,5,3,4,5.4
58899,46,Female,United States,2,2,2,5,5,3,5,4,2,2,2,2,3,5,9,9,7,8,4,4,4,4,6,6,6,6,6,1,4,4,1.8,2.333333,5.8
58978,38,Female,United States,2,3,5,3,2,4,3,2,2,3,4,2,4,3,3,9,5,9,1,4,5,6,6,5,5,5,6,1,4,4,3.3,3.333333,5.3
59167,24,Male,United States,4,4,4,3,2,3,4,2,5,4,4,4,4,5,4,5,7,8,4,3,5,5,6,6,6,NA,NA,NA,NA,3,3.7,4,NA
59236,70,Male,United States,4,3,4,3,2,2,3,4,2,2,3,3,3,2,6,6,2,4,0,5,5,5,6,6,6,5,5,1,2,4,2.9,3,5.5
59463,46,Female,United States,2,2,3,4,3,3,4,3,3,2,3,2,4,8,4,5,6,5,8,5,5,5,5,5,5,5,5,5,3,3,2.5,3,4.9
59590,47,Male,United States,5,3,3,5,3,2,4,3,5,2,2,3,2,3,7,5,8,6,2,3,4,4,5,5,5,5,5,3,4,4,2.9,2.333333,5
59822,35,Male,United States,3,2,3,4,4,3,4,4,2,2,3,2,2,2,1,2,3,8,0,4,5,4,4,6,5,3,4,5,3,2,2.3,2.333333,5.8
60062,74,Male,United States,1,3,3,4,3,3,2,4,3,3,3,3,3,3,3,3,5,NA,5,6,6,6,4,2,5,6,6,1,2,5,2.7,3,4.2
60102,33,Female,United States,4,3,4,3,4,4,3,3,3,3,2,4,4,2,5,6,8,10,2,4,5,4,6,6,5,5,5,2,2,2,3.2,3.333333,5.6
60181,38,Female,United States,4,4,5,3,2,3,2,2,5,4,3,2,5,3,7,5,3,8,NA,5,6,5,6,6,6,6,6,1,1,6,4,3.333333,4.3
60192,65,Male,United States,1,1,2,5,5,1,4,4,2,1,1,1,1,2,7,7,5,6,1,4,5,5,5,5,4,5,5,2,5,2,1.4,1,4
60936,30,Female,United States,5,4,4,2,2,4,3,1,5,4,4,1,4,0,3,5,3,5,0,2,6,5,6,6,5,4,5,2,2,2,4.2,3,NA
62143,63,Female,United States,3,4,2,4,4,1,5,4,1,2,3,1,2,3,10,10,6,6,8,6,6,6,6,6,6,6,6,1,2,1,2,2,4.7
63220,49,Female,United States,3,3,4,3,2,3,3,1,3,4,4,3,4,3,8,7,9,9,1,5,6,5,4,4,6,6,6,1,5,4,3.5,3.666667,3.7
63230,63,Female,United States,2,4,4,3,2,3,3,3,4,2,3,3,3,3,5,8,6,9,4,6,6,4,5,5,6,6,4,1,4,3,3.2,3,5.5
63279,59,Female,United States,2,2,2,4,4,2,4,4,2,2,2,2,2,2,7,5,0,5,0,5,5,5,5,6,5,6,5,2,4,2,2,2,4.6
